story_slug,file_name,aspect_ratio,x_start_pct,y_start_pct,width_pct,height_pct,alt_text,reason,score,similar_to
birds,DSC_4099_Original.jpeg,,14.5,0,71,100,Close-up bird portrait front view,"Cropped to a square 1:1 to center the subject symmetrically. The bird’s face (or body) is directly in the middle, giving a striking, formal portrait feel. This crop removes any side distractions and uses the symmetry to draw attention to the bird’s features, creating a strong visual impact.",9,DSC02202.jpeg; IMG_20180305_081151_Original.jpeg
birds,DSC_4577_Original.jpeg,,7.8,0,89.1,100,Bird perched under golden light,"Cropped to 4:3, shaving off a small strip on the left and a touch on the right. This removes a bit of dead space on the edges (especially a blank area on the left) and recenters the composition. The bird remains roughly on a rule-of-thirds intersection, with the warm background light evenly filling the frame.",8,DSC_4580_Original.jpeg; DSC_4581_Original.jpeg
birds,DSC_4580_Original.jpeg,,15,0,83.4,100,Bird on branch with space to right,"Cropped to 5:4, primarily cutting from the left side. This places the bird toward the left of the frame and leaves more open space on the right, which is the direction the bird is facing. The tighter frame heightens focus on the bird while maintaining a balanced negative space, resulting in an appealing, off-center composition.",8,DSC_4577_Original.jpeg; DSC_4581_Original.jpeg
birds,DSC_4581_Original.jpeg,,0,0,100,100,Bird perched in green environment,"No cropping needed, retaining the 3:2 frame. The subject is naturally well-placed and the surrounding greenery forms a pleasing balance. Keeping the full image preserves all leading lines and context, showcasing the bird amid its habitat without distraction.",7,DSC_4577_Original.jpeg; DSC_4580_Original.jpeg
birds,DSC02202.jpeg,,0,0,100,88.9,Vertical portrait of a bird on a stick,"Cropped to 2:3 vertical, trimming a bit off the bottom. The full width is kept to capture all of the bird, while removing some lower area moves the bird slightly upward in frame. This yields a classic portrait orientation with the bird’s head around the upper third, giving a well-proportioned and engaging composition.",8,DSC02529.jpeg
birds,DSC02529.jpeg,,0,0,100,100,Bird standing by water’s edge,"Kept at 3:2 with no significant crop, as the original composition is effective. The bird is centrally positioned with its surroundings forming a natural frame. All contextual elements (perhaps reflections or shoreline) remain intact, offering a complete scene.",7,DSC02202.jpeg
birds,DSC03714.jpeg,,1.8,0,96.5,100,Bird silhouetted against bright sky,"Slight crop to 3:2 to standardize the frame. A few pixels from the sides were removed to eliminate minor distractions, while keeping the entire height. The bird remains roughly centered against a bright background (possibly sky), resulting in a clean, balanced shot with the subject clearly defined.",8,DSC04278.jpeg; DSC04395.jpeg; _DSC4006_Original.jpeg
birds,DSC04278.jpeg,,0,0,100,100,Wild bird camouflaged in foliage,No crop—maintained at 3:2—since the busy habitat fills the frame harmoniously. The bird is nicely integrated among the leaves and branches. Preserving the full frame keeps the sense of depth and natural framing that makes the bird’s presence subtle yet intriguing.,7,DSC03714.jpeg; DSC04395.jpeg; _DSC4006_Original.jpeg
birds,DSC04395.jpeg,,5.5,0,89,100,Bird amid branches with soft light,"Cropped to 4:3, removing a bit from both sides. This slight refinement centers the composition on the bird and the enveloping branches. The bird is now a touch more prominent in frame, and the soft, even lighting across the scene is retained, giving the row a gentle, cohesive look.",8,DSC03714.jpeg; DSC04278.jpeg; _DSC4006_Original.jpeg
birds,IMG_20180305_081151_Original.jpeg,,0,0,100,97.1,Close-up of a bird in profile,"Cropped to 3:4 vertical, trimming a small portion of the bottom. This slight adjustment removes any distracting element at the bottom edge and shifts focus up toward the bird’s eye and head. The bird remains centered horizontally, creating an intimate portrait with a pleasing amount of headroom.",8,DSC02202.jpeg; DSC_4099_Original.jpeg
birds,IMG_20200527_181153.jpeg,,0,11.4,100,75.1,Bird in landscape at dusk,"Cropped to 16:9, removing some sky at the top and a portion of foreground at the bottom. This emphasizes the horizontal expanse of the scene, with the bird now framed by the landscape in a cinematic way. The subject is positioned in the lower half, conveying a sense of scale and evening atmosphere while still drawing the eye to the bird.",8,_DSC3867-2_Original.jpeg; DSC02529.jpeg
birds,IMG_0185.mp4,,0,11.4,100,75.1,Flying birds in a park,Video test,8,
birds,DSC02202.jpeg,,0,0,100,88.9,Vertical portrait of a bird on a stick,"Cropped to 2:3 vertical, trimming a bit off the bottom. The full width is kept to capture all of the bird, while removing some lower area moves the bird slightly upward in frame. This yields a classic portrait orientation with the bird’s head around the upper third, giving a well-proportioned and engaging composition.",8,DSC02529.jpeg
birds,DSC02529.jpeg,,0,0,100,100,Bird standing by water’s edge,"Kept at 3:2 with no significant crop, as the original composition is effective. The bird is centrally positioned with its surroundings forming a natural frame. All contextual elements (perhaps reflections or shoreline) remain intact, offering a complete scene.",7,DSC02202.jpeg
birds,DSC03714.jpeg,,1.8,0,96.5,100,Bird silhouetted against bright sky,"Slight crop to 3:2 to standardize the frame. A few pixels from the sides were removed to eliminate minor distractions, while keeping the entire height. The bird remains roughly centered against a bright background (possibly sky), resulting in a clean, balanced shot with the subject clearly defined.",8,DSC04278.jpeg; DSC04395.jpeg; _DSC4006_Original.jpeg
birds,DSC04278.jpeg,,0,0,100,100,Wild bird camouflaged in foliage,No crop—maintained at 3:2—since the busy habitat fills the frame harmoniously. The bird is nicely integrated among the leaves and branches. Preserving the full frame keeps the sense of depth and natural framing that makes the bird’s presence subtle yet intriguing.,7,DSC03714.jpeg; DSC04395.jpeg; _DSC4006_Original.jpeg
birds,DSC04395.jpeg,,5.5,0,89,100,Bird amid branches with soft light,"Cropped to 4:3, removing a bit from both sides. This slight refinement centers the composition on the bird and the enveloping branches. The bird is now a touch more prominent in frame, and the soft, even lighting across the scene is retained, giving the row a gentle, cohesive look.",8,DSC03714.jpeg; DSC04278.jpeg; _DSC4006_Original.jpeg
birds,IMG_20180305_081151_Original.jpeg,,0,0,100,97.1,Close-up of a bird in profile,"Cropped to 3:4 vertical, trimming a small portion of the bottom. This slight adjustment removes any distracting element at the bottom edge and shifts focus up toward the bird’s eye and head. The bird remains centered horizontally, creating an intimate portrait with a pleasing amount of headroom.",8,DSC02202.jpeg; DSC_4099_Original.jpeg
birds,IMG_20200527_181153.jpeg,,0,11.4,100,75.1,Bird in landscape at dusk,"Cropped to 16:9, removing some sky at the top and a portion of foreground at the bottom. This emphasizes the horizontal expanse of the scene, with the bird now framed by the landscape in a cinematic way. The subject is positioned in the lower half, conveying a sense of scale and evening atmosphere while still drawing the eye to the bird.",8,_DSC3867-2_Original.jpeg; DSC02529.jpeg
birds,_DSC3867-2_Original.jpeg,,0,19,100,81,Bird perched against a bright sky,"Cropped to 16:9, removing excess sky at the top to focus on the bird in the lower frame. This wide crop balances the composition, placing the bird near a lower-third focal point and emphasizing the open sky backdrop.",8,_DSC9420.jpeg; _DSC9422_Original.jpeg
birds,_DSC4006_Original.jpeg,,0,0,100,100,Small bird perched amid foliage,"Maintained the original 3:2 frame as it already has a pleasing balance. The bird is slightly off-center, and keeping the full frame preserves the natural framing of surrounding branches, yielding a well-balanced composition.",8,DSC03714.jpeg; DSC04278.jpeg; DSC04395.jpeg
birds,_DSC4686_Original.jpeg,,0,0,100,100,Songbird on a branch with green background,Kept at 3:2 since the original framing was strong. The bird is centrally positioned with natural framing from the environment. This crop retains all contextual elements while still highlighting the bird as the focal point.,7,_DSC4692_Original.jpeg; _DSC4697_Original.jpeg; _DSC4707_Original.jpeg; _DSC4713_Original.jpeg; _DSC4716_Original.jpeg
timelapse,Cloudy orange sunset to dark on Mediterranean sea - rejected.mp4,16:9,0,25,100,60,Sunset over Mediterranean sea transitioning to night,"Kept the horizon aligned in the lower third, with beautiful clouds and gradient sky dominating the frame.",8,
timelapse,19090600_1_apo8_prob4.mp4,3:2,10,10,80,80,Street scene with people walking and evening shadows,Focused crop on human activity and depth of street lines for storytelling.,7,
timelapse,Aerial view of city lights at night clouds passing.mp4,2:1,0,20,100,50,City lights glowing under moving clouds at night,Wide crop to emphasize horizontal sprawl and moody atmosphere.,9,
timelapse,Cloud frame and mountains timelapse - rejected.mp4,3:4,30,0,40,100,Timelapse clouds rolling over alpine mountains,Tall crop enhances vertical motion of clouds and layering of landscape.,7,
timelapse,Cascade of pine tree mountains in the mist.mp4,4:3,10,10,80,80,Pine-covered misty mountain range layers,Classic landscape framing with a slightly centered balance for calm atmosphere.,8,
timelapse,Clouds and mountains timelapse.mp4,5:4,15,5,70,90,Fast-moving clouds over scenic mountain backdrop,Focuses tightly on dynamic sky motion while keeping the mountain base.,8,
timelapse,A001_11271315_C025.mp4,9:16,0,0,100,100,Vertical shot of modern architecture detail,Used full frame for vertical storytelling; lines guide viewer upward.,7,
timelapse,A001_11271328_C027.mp4,1:2,20,0,60,100,Tall perspective view of structure or landscape,Narrow vertical to highlight depth and dramatic proportions.,7,
timelapse,A001_11271326_C026.mp4,3:4,10,0,80,100,Architectural lines and contrast in vertical format,Focused on leading lines from base to top of frame.,6,
timelapse,IMG_0071.mp4,9:16,30,0,40,100,Vertical video showing movement through natural surroundings,Vertical framing emphasizes upward motion and depth in environment,8,
timelapse,IMG_9877.mp4,3:4,10,5,80,90,Moody vertical video with slow movement and subtle transitions,3:4 maintains focus on subject while giving breathing space above,7,
timelapse,Moon moving away dark clouds passing antenna showing_1_apo8_prob4.mp4,2:1,0,20,100,60,Moon slowly drifting with dark clouds and antenna silhouette,Wide cinematic feel enhances contrast and motion of moon and clouds,9,
timelapse,Sunset to dark timelapse alongside sea pebbles.mp4,16:9,0,30,100,70,Sunset timelapse over rocky shore transitioning into night,Wide format captures full scene and enhances transition of light,10,
timelapse,Timelapse big sky clouds trespassing the land.mp4,3:2,0,10,100,80,Time-lapse of dramatic clouds moving above landscape,3:2 retains balance between cloud mass and land base,8,
timelapse,Timelapse clouds covering pine tree forest mountain man-made antenna standing out.mp4,4:3,10,10,80,80,Clouds drifting over pine-covered mountain with antenna silhouette,"Framing centers antenna with fog drama, giving a mystical tone",8,
timelapse,Timelapse clouds passing over huge valley with green trees covering vertical sides (stabilized).mp4,5:4,5,5,90,90,Clouds sweeping across deep forest valley captured in time-lapse,5:4 adds intimacy to vast landscape without flattening depth,9,
timelapse,Timelapse clouds with soil ground in contrast with green forests large landscape (stabilized).mp4,1:1,20,20,60,60,Balanced square crop showing contrast between soil and forest in timelapse,Square crop highlights visual contrast without distracting elements,7,
timelapse,Timelapse Laqlouq.mp4,2:3,25,10,50,90,Vertical landscape showing serene timelapse in Laqlouq region,2:3 adds visual height and focuses on center landscape,8,
timelapse,"Timelapse of clouds hittting mountain peak and disappearing before reaching valley on the other side, trees in foreground.mp4",2:1,0,15,100,70,Clouds hitting mountain peaks then disappearing over valley with trees in foreground,Wide cinematic crop captures sweeping motion and drama in cloud movement,9,
timelapse,Timelapse of clouds pine tree forest road leading to house mountain in the back.mp4,3:2,10,5,80,90,"Mountain scene with road, pine trees, and clouds rolling above",Balanced crop with road acting as leading line toward the mountain,8,
timelapse,Timelapse snow and clouds in Tannourine 2.mp4,5:4,10,20,80,75,Tannourine covered in snow with dramatic cloud motion above,Soft vertical crop complements the vertical layers of snow and sky,8,
timelapse,Timelapse snow and clouds in Tannourine.mp4,4:3,5,5,90,90,Tannourine valley with snow and clouds slowly evolving,Traditional aspect ratio maintains landscape realism and movement,7,
timelapse,Timelapse Svaneti Georgia.mp4,1:1,20,20,60,60,Svaneti Georgia mountain range with snow and clouds flowing,Square crop centralizes motion and balances white snow and blue hues,9,
forest,_DSC1198_Original.jpeg,2:3,0,0,100,100,Dense winter forest with snow-covered trees in soft blue light,Tall framing suits the vertical tree structure and gives an immersive forest feel.,9,"_DSC1226_Original.jpeg,_DSC1456_Original.jpeg"
forest,_DSC1226_Original.jpeg,3:4,0,0,100,100,Person walking in snow-covered forest under heavy cedar branches,The vertical orientation captures the towering trees and the solitude of the hiker.,8,"_DSC1198_Original.jpeg,_DSC1456_Original.jpeg"
forest,_DSC1456_Original.jpeg,16:9,0,15,100,70,Snow-covered mountain path with hiker and soft sunlight in background,Wide crop enhances the vastness and leading lines created by the footprints.,9,"_DSC1226_Original.jpeg,_DSC1198_Original.jpeg"
forest,_DSC1800_Original.jpeg,3:2,0,0,100,100,Autumn forest trail lined with colorful foliage and fallen leaves,Horizontal crop leads the eye down the path into the golden forest.,8,"_DSC1818_Original.jpeg,_DSC1841_Original.jpeg"
forest,_DSC1818_Original.jpeg,2:1,0,5,100,60,Close-up view of mossy pine tree trunks in dense green forest,Ultra-wide crop emphasizes the repetition and symmetry of tree trunks.,8,"_DSC1819_Original.jpeg,_DSC1800_Original.jpeg"
forest,_DSC1819_Original.jpeg,5:4,10,0,80,100,Person walking through forest path with golden light filtering through trees,Balanced vertical crop captures depth and leading path through tall pines.,8,"_DSC1818_Original.jpeg,_DSC1822_Original.jpeg"
forest,_DSC1822_Original.jpeg,4:3,0,0,100,100,Winding forest trail curving between coniferous trees in early autumn,Classic landscape crop emphasizes curve of the trail and forest density.,7,"_DSC1819_Original.jpeg,_DSC1860_Original.jpeg"
forest,_DSC1841_Original.jpeg,1:1,25,0,50,100,Balanced view down a forest path with autumn light and tree textures,Square crop creates symmetry and balances foliage density with open path.,7,"_DSC1800_Original.jpeg,_DSC1822_Original.jpeg"
forest,_DSC1860_Original.jpeg,9:16,25,0,50,100,Tall vertical forest with winding gravel trail disappearing into trees,Tall crop emphasizes the towering forest and distant perspective of the trail.,8,"_DSC1819_Original.jpeg,_DSC1822_Original.jpeg"
forest,_DSC3640-2_Original.jpeg,16:9,0,20,100,60,Cedar-covered mountain with snow patches and green rolling hills,Wide landscape format captures both sky and terrain for context and grandeur.,9,
forest,_DSC8423_Original.jpeg,2:1,0,30,100,50,Twisted trees on rocky mountain slope in dense blue fog,Wide crop emphasizes the minimalist and atmospheric mood with strong leading slope line.,9,"_DSC9917_Original.jpeg,IMG_4055.jpeg"
forest,_DSC9631_Original.jpeg,3:2,0,0,100,100,Snow-covered cedar tree branches in dramatic winter night lighting,Full-frame crop captures texture and abstract geometry of snow-covered limbs.,8,"_DSC9917_Original.jpeg,IMG_4057.jpeg"
forest,_DSC9917_Original.jpeg,16:9,0,10,100,80,Foggy cedar forest with soft gradients of blue and green,Wide cinematic crop enhances the dreamy layering of forest shapes in fog.,9,"_DSC8423_Original.jpeg,IMG_4055.jpeg"
forest,DSC_0201.jpeg,3:2,0,20,100,80,Sunset glow through tall pine forest with mountain silhouette,Balanced crop gives breathing room to foreground silhouettes and glowing sky.,8,IMG_20191013_113229.jpeg
forest,DSC09599_Original.jpeg,16:9,0,15,100,70,Clouds rolling over lush green forested mountainside,Cinematic feel fits the drifting cloud motion and dense green contrast.,9,"_DSC9917_Original.jpeg,IMG_4055.jpeg"
forest,IMG_0736.jpeg,4:3,0,10,100,90,River bend framed by autumn reeds and bare trees reflecting in water,Classic crop to preserve horizontal reflections and seasonal layering.,8,IMG_20190504_120815.jpeg
forest,IMG_4055.jpeg,3:2,0,5,100,90,Moody fog forest with dense trunks and glowing mist,Crop balances depth with strong verticality and atmospheric mystery.,9,"_DSC8423_Original.jpeg,_DSC9917_Original.jpeg"
forest,IMG_4057.jpeg,2:3,0,0,100,100,Foggy forest clearing with tree silhouettes in soft winter light,Tall framing adds visual height and emphasizes vertical tree lines.,7,"IMG_4055.jpeg,_DSC9631_Original.jpeg"
forest,IMG_20190504_120815.jpeg,3:4,0,0,100,100,Early spring trail with hikers walking under leafless tree canopy,Vertical crop emphasizes the human journey and long canopy view.,8,IMG_0736.jpeg
forest,IMG_20191013_113229.jpeg,4:3,0,0,100,100,Colorful fall canopy with sunlight filtering through golden and orange leaves,Perfect composition preserved with warm seasonal tones filling the frame.,9,DSC_0201.jpeg
"forest","_DSC1198_Original.jpeg","2:3","0","0","100","100","Dense winter forest with snow-covered trees in soft blue light","Tall framing suits the vertical tree structure and gives an immersive forest feel.","9","_DSC1226_Original.jpeg,_DSC1456_Original.jpeg"
"forest","_DSC1226_Original.jpeg","3:4","0","0","100","100","Person walking in snow-covered forest under heavy cedar branches","The vertical orientation captures the towering trees and the solitude of the hiker.","8","_DSC1198_Original.jpeg,_DSC1456_Original.jpeg"
"forest","_DSC1456_Original.jpeg","16:9","0","15","100","70","Snow-covered mountain path with hiker and soft sunlight in background","Wide crop enhances the vastness and leading lines created by the footprints.","9","_DSC1226_Original.jpeg,_DSC1198_Original.jpeg"
"forest","_DSC1800_Original.jpeg","3:2","0","0","100","100","Autumn forest trail lined with colorful foliage and fallen leaves","Horizontal crop leads the eye down the path into the golden forest.","8","_DSC1818_Original.jpeg,_DSC1841_Original.jpeg"
"forest","_DSC1818_Original.jpeg","2:1","0","5","100","60","Close-up view of mossy pine tree trunks in dense green forest","Ultra-wide crop emphasizes the repetition and symmetry of tree trunks.","8","_DSC1819_Original.jpeg,_DSC1800_Original.jpeg"
"forest","_DSC1819_Original.jpeg","5:4","10","0","80","100","Person walking through forest path with golden light filtering through trees","Balanced vertical crop captures depth and leading path through tall pines.","8","_DSC1818_Original.jpeg,_DSC1822_Original.jpeg"
"forest","_DSC1822_Original.jpeg","4:3","0","0","100","100","Winding forest trail curving between coniferous trees in early autumn","Classic landscape crop emphasizes curve of the trail and forest density.","7","_DSC1819_Original.jpeg,_DSC1860_Original.jpeg"
"forest","_DSC1841_Original.jpeg","1:1","25","0","50","100","Balanced view down a forest path with autumn light and tree textures","Square crop creates symmetry and balances foliage density with open path.","7","_DSC1800_Original.jpeg,_DSC1822_Original.jpeg"
"forest","_DSC1860_Original.jpeg","9:16","25","0","50","100","Tall vertical forest with winding gravel trail disappearing into trees","Tall crop emphasizes the towering forest and distant perspective of the trail.","8","_DSC1819_Original.jpeg,_DSC1822_Original.jpeg"
"forest","_DSC3640-2_Original.jpeg","16:9","0","20","100","60","Cedar-covered mountain with snow patches and green rolling hills","Wide landscape format captures both sky and terrain for context and grandeur.","9",""
"forest","_DSC8423_Original.jpeg","2:1","0","30","100","50","Twisted trees on rocky mountain slope in dense blue fog","Wide crop emphasizes the minimalist and atmospheric mood with strong leading slope line.","9","_DSC9917_Original.jpeg,IMG_4055.jpeg"
"forest","_DSC9631_Original.jpeg","3:2","0","0","100","100","Snow-covered cedar tree branches in dramatic winter night lighting","Full-frame crop captures texture and abstract geometry of snow-covered limbs.","8","_DSC9917_Original.jpeg,IMG_4057.jpeg"
"forest","_DSC9917_Original.jpeg","16:9","0","10","100","80","Foggy cedar forest with soft gradients of blue and green","Wide cinematic crop enhances the dreamy layering of forest shapes in fog.","9","_DSC8423_Original.jpeg,IMG_4055.jpeg"
"forest","DSC_0201.jpeg","3:2","0","20","100","80","Sunset glow through tall pine forest with mountain silhouette","Balanced crop gives breathing room to foreground silhouettes and glowing sky.","8","IMG_20191013_113229.jpeg"
"forest","DSC09599_Original.jpeg","16:9","0","15","100","70","Clouds rolling over lush green forested mountainside","Cinematic feel fits the drifting cloud motion and dense green contrast.","9","_DSC9917_Original.jpeg,IMG_4055.jpeg"
"forest","IMG_0736.jpeg","4:3","0","10","100","90","River bend framed by autumn reeds and bare trees reflecting in water","Classic crop to preserve horizontal reflections and seasonal layering.","8","IMG_20190504_120815.jpeg"
"forest","IMG_4055.jpeg","3:2","0","5","100","90","Moody fog forest with dense trunks and glowing mist","Crop balances depth with strong verticality and atmospheric mystery.","9","_DSC8423_Original.jpeg,_DSC9917_Original.jpeg"
"forest","IMG_4057.jpeg","2:3","0","0","100","100","Foggy forest clearing with tree silhouettes in soft winter light","Tall framing adds visual height and emphasizes vertical tree lines.","7","IMG_4055.jpeg,_DSC9631_Original.jpeg"
"forest","IMG_20190504_120815.jpeg","3:4","0","0","100","100","Early spring trail with hikers walking under leafless tree canopy","Vertical crop emphasizes the human journey and long canopy view.","8","IMG_0736.jpeg"
"forest","IMG_20191013_113229.jpeg","4:3","0","0","100","100","Colorful fall canopy with sunlight filtering through golden and orange leaves","Perfect composition preserved with warm seasonal tones filling the frame.","9","DSC_0201.jpeg"
